#time,accel_x,accel_y,accel_z
87679.255194,382.945777,382.945777,9267.287815
87679.255343,229.767466,536.124088,9037.520349
87679.255492,382.945777,536.124088,9267.287815
87679.255641,536.124088,536.124088,9343.876971
87679.255790,382.945777,689.302399,9420.466126
87679.255939,536.124088,689.302399,9420.466126
87679.256088,536.124088,536.124088,9190.698660
87679.256237,689.302399,689.302399,9420.466126
87679.256386,76.589155,689.302399,9267.287815
87679.256535,382.945777,842.480710,9114.109504
87679.256684,229.767466,1148.837332,9190.698660
87679.256833,536.124088,842.480710,9114.109504
87679.256981,229.767466,536.124088,9267.287815
87679.257130,76.589155,536.124088,9037.520349
87679.257279,536.124088,689.302399,9267.287815
87679.257428,382.945777,536.124088,9267.287815
87679.257577,382.945777,842.480710,9267.287815
87679.257726,382.945777,842.480710,9267.287815
87679.257875,229.767466,689.302399,9420.466126
87679.258023,229.767466,842.480710,9190.698660
87679.258172,536.124088,689.302399,9267.287815
87679.258321,229.767466,382.945777,8960.931193
87679.258470,229.767466,842.480710,8884.342038
87679.258619,536.124088,1302.015643,9190.698660
87679.258769,76.589155,995.659021,9190.698660
87679.258918,382.945777,1148.837332,9190.698660
87679.259066,382.945777,995.659021,9420.466126
87679.259215,382.945777,536.124088,9267.287815
87679.259364,536.124088,689.302399,9190.698660
87679.259513,536.124088,689.302399,9267.287815
87679.259661,382.945777,689.302399,9190.698660
87679.259810,382.945777,842.480710,9190.698660
87679.259966,229.767466,689.302399,9190.698660
87679.260114,382.945777,1148.837332,9190.698660
87679.260262,536.124088,689.302399,9037.520349
87679.260410,229.767466,536.124088,8960.931193
87679.260557,229.767466,689.302399,9420.466126
87679.260705,229.767466,995.659021,9267.287815
87679.260853,382.945777,689.302399,9267.287815
87679.261001,76.589155,842.480710,9190.698660
87679.261158,229.767466,689.302399,9190.698660
87679.261306,382.945777,995.659021,9267.287815
87679.261453,229.767466,382.945777,9037.520349
87679.261601,536.124088,536.124088,9267.287815
87679.261749,689.302399,689.302399,9267.287815
87679.261897,536.124088,536.124088,9190.698660
87679.262045,689.302399,995.659021,9420.466126
87679.262192,689.302399,995.659021,9573.644437
87679.262344,76.589155,842.480710,9190.698660
87679.262493,0.000000,995.659021,9037.520349
87679.262641,76.589155,1148.837332,9267.287815
87679.262790,76.589155,995.659021,9190.698660
87679.262938,76.589155,536.124088,8884.342038
87679.263087,689.302399,842.480710,9420.466126
87679.263235,536.124088,689.302399,9267.287815
87679.263384,382.945777,536.124088,9037.520349
87679.263532,689.302399,689.302399,9267.287815
87679.263681,689.302399,842.480710,9190.698660
87679.263830,382.945777,689.302399,9037.520349
87679.263979,76.589155,995.659021,8884.342038
87679.264128,76.589155,842.480710,9420.466126
87679.264277,0.000000,536.124088,9037.520349
87679.264425,229.767466,1148.837332,9190.698660
87679.264574,382.945777,995.659021,9267.287815
87679.264724,382.945777,689.302399,8960.931193
87679.264873,536.124088,689.302399,9267.287815
87679.265022,689.302399,842.480710,9114.109504
87679.265171,382.945777,689.302399,9420.466126
87679.265319,536.124088,536.124088,9190.698660
87679.265468,229.767466,536.124088,8960.931193
87679.265617,76.589155,842.480710,9267.287815
87679.265766,229.767466,689.302399,9190.698660
87679.265914,76.589155,689.302399,9190.698660
87679.266063,229.767466,842.480710,9190.698660
87679.266212,382.945777,842.480710,9267.287815
87679.266361,229.767466,995.659021,9267.287815
87679.266510,536.124088,842.480710,9190.698660
87679.266659,382.945777,689.302399,9190.698660
87679.266808,229.767466,842.480710,9267.287815
87679.266957,229.767466,536.124088,8960.931193
87679.267107,229.767466,995.659021,9037.520349
87679.267256,229.767466,689.302399,9190.698660
87679.267405,229.767466,382.945777,9190.698660
87679.267553,536.124088,995.659021,9420.466126
87679.267702,689.302399,689.302399,9267.287815
87679.267851,536.124088,689.302399,9190.698660
87679.267999,536.124088,1148.837332,9420.466126
87679.268148,536.124088,995.659021,9114.109504
87679.268301,76.589155,995.659021,9190.698660
87679.268449,229.767466,995.659021,9037.520349
87679.268598,382.945777,995.659021,9190.698660
87679.268746,229.767466,536.124088,9190.698660
87679.268894,536.124088,689.302399,9190.698660
87679.269043,536.124088,536.124088,9420.466126
87679.269191,536.124088,689.302399,9190.698660
87679.269339,382.945777,1148.837332,9267.287815
87679.269493,229.767466,689.302399,9114.109504
87679.269641,76.589155,842.480710,9114.109504
87679.269790,229.767466,536.124088,9037.520349
87679.269938,0.000000,842.480710,9267.287815
87679.270086,229.767466,995.659021,9190.698660
87679.270234,229.767466,1148.837332,9190.698660
87679.270382,229.767466,995.659021,9037.520349
87679.270530,382.945777,689.302399,9190.698660
87679.270685,536.124088,842.480710,9190.698660
87679.270833,536.124088,689.302399,9037.520349
87679.270981,536.124088,689.302399,9267.287815
87679.271129,382.945777,689.302399,9343.876971
87679.271277,382.945777,842.480710,9114.109504
87679.271426,76.589155,689.302399,9267.287815
87679.271574,0.000000,689.302399,8960.931193
87679.271722,76.589155,842.480710,8960.931193
87679.271870,229.767466,382.945777,9190.698660
87679.272019,382.945777,842.480710,9267.287815
87679.272168,382.945777,1148.837332,9267.287815
87679.272317,382.945777,995.659021,9114.109504
87679.272466,382.945777,689.302399,9190.698660
87679.272615,382.945777,995.659021,9037.520349
87679.272764,229.767466,689.302399,9114.109504
87679.272913,76.589155,842.480710,9267.287815
87679.273063,76.589155,689.302399,9343.876971
87679.273211,382.945777,842.480710,9190.698660
87679.273360,382.945777,689.302399,9037.520349
87679.273509,689.302399,382.945777,9114.109504
87679.273658,536.124088,842.480710,9420.466126
87679.273806,536.124088,536.124088,9037.520349
87679.273955,382.945777,689.302399,9267.287815
87679.274104,536.124088,995.659021,9420.466126
87679.274253,229.767466,995.659021,9190.698660
87679.274401,382.945777,995.659021,9037.520349
87679.274550,76.589155,842.480710,9343.876971
87679.274699,229.767466,382.945777,9190.698660
87679.274848,229.767466,689.302399,8960.931193
87679.274997,689.302399,842.480710,9420.466126
87679.275146,536.124088,536.124088,9267.287815
87679.275295,536.124088,536.124088,9190.698660
87679.275446,689.302399,995.659021,9267.287815
87679.275594,689.302399,842.480710,9190.698660
87679.275743,229.767466,689.302399,9190.698660
87679.275892,382.945777,995.659021,9267.287815
87679.276040,0.000000,842.480710,9037.520349
87679.276189,0.000000,1148.837332,9037.520349
87679.276338,0.000000,689.302399,9267.287815
87679.276486,382.945777,995.659021,9190.698660
87679.276635,382.945777,229.767466,9420.466126
87679.276784,536.124088,1302.015643,9573.644437
87679.276933,-306.356622,1838.139732,9343.876971
87679.277082,-1531.783110,76.589155,8501.396260
87679.277231,-153.178311,689.302399,9190.698660
87679.277380,536.124088,1302.015643,9190.698660
87679.277528,229.767466,-459.534933,8731.163727
87679.277677,995.659021,229.767466,9420.466126
87679.277826,1914.728887,1684.961421,10875.660081
87679.277975,689.302399,382.945777,9573.644437
87679.278124,536.124088,1148.837332,8041.861327
87679.278273,2067.907198,1684.961421,10262.946837
87679.278422,0.000000,-153.178311,9037.520349
87679.278571,995.659021,536.124088,8807.752882
87679.278720,76.589155,1302.015643,9573.644437
87679.278869,0.000000,229.767466,9037.520349
87679.279024,-306.356622,382.945777,9037.520349
87679.279172,842.480710,1838.139732,9573.644437
87679.279320,995.659021,382.945777,8577.985416
87679.279468,229.767466,0.000000,8807.752882
87679.279616,1148.837332,1684.961421,9420.466126
87679.279764,0.000000,842.480710,9573.644437
87679.279912,-1072.248177,1302.015643,8731.163727
87679.280060,0.000000,1148.837332,9420.466126
87679.280208,76.589155,76.589155,9726.822748
87679.280357,-306.356622,-306.356622,8271.628794
87679.280506,995.659021,1148.837332,9343.876971
87679.280655,536.124088,1302.015643,8577.985416
87679.280804,229.767466,1148.837332,9420.466126
87679.280953,1302.015643,1302.015643,10262.946837
87679.281102,995.659021,689.302399,9420.466126
87679.281251,229.767466,536.124088,9267.287815
87679.281401,229.767466,689.302399,8424.807105
87679.281550,0.000000,689.302399,9726.822748
87679.281698,-765.891555,76.589155,8884.342038
87679.281847,-919.069866,995.659021,8271.628794
87679.281996,229.767466,1531.783110,9190.698660
87679.282144,842.480710,995.659021,9190.698660
87679.282293,1148.837332,689.302399,9650.233593
87679.282442,1302.015643,689.302399,9037.520349
87679.282591,1302.015643,995.659021,9190.698660
87679.282740,1148.837332,1148.837332,9573.644437
87679.282889,689.302399,536.124088,9497.055282
87679.283038,76.589155,229.767466,9190.698660
87679.283186,-153.178311,1302.015643,8884.342038
87679.283335,-153.178311,1455.193954,9573.644437
87679.283484,-1378.604799,-153.178311,8654.574571
87679.283633,-459.534933,-459.534933,8731.163727
87679.283782,382.945777,689.302399,9037.520349
87679.283931,995.659021,1148.837332,9267.287815
87679.284080,1148.837332,995.659021,9956.590215
87679.284229,1455.193954,689.302399,10033.179370
87679.284377,842.480710,842.480710,9190.698660
87679.284526,689.302399,1531.783110,9190.698660
87679.284675,382.945777,1148.837332,9190.698660
87679.284824,-765.891555,0.000000,9190.698660
87679.284973,-1225.426488,536.124088,8501.396260
87679.285122,-612.713244,1302.015643,8884.342038
87679.285271,0.000000,842.480710,8960.931193
87679.285420,536.124088,229.767466,9573.644437
87679.285569,1148.837332,229.767466,9190.698660
87679.285718,1914.728887,689.302399,9190.698660
87679.285866,2067.907198,1455.193954,9880.001059
87679.286015,1148.837332,842.480710,9420.466126
87679.286164,-153.178311,229.767466,8807.752882
87679.286313,382.945777,1148.837332,8731.163727
87679.286462,76.589155,1455.193954,9267.287815
87679.286611,-612.713244,382.945777,9190.698660
87679.286760,-612.713244,536.124088,8577.985416
87679.286909,229.767466,1148.837332,9190.698660
87679.287057,842.480710,1302.015643,9114.109504
87679.287206,1148.837332,689.302399,9650.233593
87679.287356,842.480710,382.945777,9880.001059
87679.287505,689.302399,229.767466,9190.698660
87679.287654,0.000000,995.659021,8960.931193
87679.287802,-306.356622,995.659021,9190.698660
87679.287951,-765.891555,536.124088,9037.520349
87679.288100,-765.891555,689.302399,8731.163727
87679.288249,229.767466,1455.193954,8731.163727
87679.288398,689.302399,1148.837332,9267.287815
87679.288546,689.302399,536.124088,9420.466126
87679.288695,1608.372265,842.480710,9573.644437
87679.288844,1148.837332,842.480710,9343.876971
87679.288993,995.659021,842.480710,9420.466126
87679.289142,382.945777,536.124088,9573.644437
87679.289291,-306.356622,382.945777,9037.520349
87679.289440,-612.713244,689.302399,8577.985416
87679.289589,-153.178311,995.659021,8884.342038
87679.289738,229.767466,536.124088,9114.109504
87679.289887,229.767466,536.124088,9190.698660
87679.290036,995.659021,842.480710,9037.520349
87679.290185,1302.015643,995.659021,9420.466126
87679.290333,842.480710,842.480710,9267.287815
87679.290482,689.302399,842.480710,9497.055282
87679.290631,76.589155,689.302399,9037.520349
87679.290780,0.000000,995.659021,9037.520349
87679.290933,-153.178311,842.480710,9190.698660
87679.291081,-306.356622,229.767466,8884.342038
87679.291229,229.767466,382.945777,9037.520349
87679.291378,536.124088,536.124088,9190.698660
87679.291526,995.659021,842.480710,9267.287815
87679.291674,842.480710,842.480710,9420.466126
87679.291823,842.480710,995.659021,9573.644437
87679.291971,842.480710,842.480710,9190.698660
87679.292126,689.302399,842.480710,9190.698660
87679.292274,382.945777,842.480710,9267.287815
87679.292422,229.767466,689.302399,9114.109504
87679.292570,229.767466,536.124088,8731.163727
87679.292718,229.767466,995.659021,9190.698660
87679.292866,229.767466,689.302399,9267.287815
87679.293014,76.589155,382.945777,8884.342038
87679.293162,536.124088,536.124088,9420.466126
87679.293314,536.124088,689.302399,9190.698660
87679.293463,536.124088,689.302399,9267.287815
87679.293611,689.302399,689.302399,9267.287815
87679.293760,382.945777,842.480710,9267.287815
87679.293908,229.767466,689.302399,9190.698660
87679.294057,76.589155,995.659021,9114.109504
87679.294205,0.000000,842.480710,9267.287815
87679.294353,0.000000,1148.837332,9190.698660
87679.294502,76.589155,1302.015643,9190.698660
87679.294651,229.767466,1148.837332,9190.698660
87679.294800,382.945777,842.480710,9190.698660
87679.294949,995.659021,842.480710,9267.287815
87679.295098,995.659021,689.302399,9267.287815
87679.295247,842.480710,536.124088,9190.698660
87679.295395,536.124088,229.767466,9267.287815
87679.295544,382.945777,536.124088,9190.698660
87679.295693,-153.178311,995.659021,8884.342038
87679.295842,0.000000,995.659021,8884.342038
87679.295991,76.589155,995.659021,9114.109504
87679.296140,382.945777,995.659021,9190.698660
87679.296289,995.659021,842.480710,9114.109504
87679.296438,995.659021,842.480710,9573.644437
87679.296587,995.659021,536.124088,9267.287815
87679.296736,842.480710,536.124088,9420.466126
87679.296884,382.945777,536.124088,9420.466126
87679.297033,-153.178311,229.767466,8807.752882
87679.297182,-153.178311,689.302399,8807.752882
87679.297331,-153.178311,689.302399,9190.698660
87679.297480,0.000000,842.480710,9037.520349
87679.297629,229.767466,842.480710,9037.520349
87679.297778,536.124088,1148.837332,9267.287815
87679.297927,842.480710,995.659021,9573.644437
87679.298077,995.659021,536.124088,9420.466126
87679.298225,995.659021,995.659021,9190.698660
87679.298374,689.302399,995.659021,9190.698660
87679.298523,229.767466,995.659021,9190.698660
87679.298672,76.589155,689.302399,9190.698660
87679.298821,76.589155,689.302399,9037.520349
87679.298969,-306.356622,536.124088,9190.698660
87679.299118,0.000000,382.945777,9190.698660
87679.299274,229.767466,536.124088,9190.698660
87679.299422,382.945777,842.480710,9267.287815
87679.299570,536.124088,842.480710,9190.698660
87679.299718,842.480710,995.659021,9267.287815
87679.299865,536.124088,995.659021,9267.287815
87679.300013,229.767466,689.302399,9267.287815
87679.300161,76.589155,536.124088,9190.698660
87679.300309,76.589155,382.945777,9190.698660
87679.300460,76.589155,536.124088,9190.698660
87679.300609,76.589155,536.124088,9190.698660
87679.300758,76.589155,536.124088,9190.698660
87679.300906,229.767466,995.659021,9267.287815
87679.301055,229.767466,842.480710,9420.466126
87679.301203,229.767466,842.480710,9190.698660
87679.301352,689.302399,995.659021,9114.109504
87679.301500,536.124088,842.480710,9190.698660
87679.301653,536.124088,689.302399,9343.876971
87679.301802,382.945777,689.302399,9267.287815
87679.301951,76.589155,995.659021,9190.698660
87679.302101,229.767466,689.302399,8960.931193
87679.302250,229.767466,536.124088,9420.466126
87679.302400,229.767466,689.302399,9267.287815
87679.302549,229.767466,689.302399,8884.342038
87679.302699,229.767466,842.480710,8884.342038
87679.302840,536.124088,689.302399,9190.698660
87679.302989,689.302399,842.480710,9267.287815
87679.303138,536.124088,536.124088,9420.466126
87679.303287,382.945777,536.124088,9267.287815
87679.303436,382.945777,689.302399,9190.698660
87679.303585,229.767466,842.480710,9190.698660
87679.303734,229.767466,842.480710,9190.698660
87679.303882,76.589155,995.659021,9420.466126
87679.304032,382.945777,842.480710,9190.698660
87679.304181,382.945777,842.480710,9343.876971
87679.304330,689.302399,689.302399,9190.698660
87679.304479,689.302399,689.302399,9420.466126
87679.304627,382.945777,689.302399,9190.698660
87679.304776,229.767466,689.302399,9114.109504
87679.304925,0.000000,689.302399,9190.698660
87679.305074,76.589155,689.302399,9037.520349
87679.305222,76.589155,842.480710,9190.698660
87679.305371,76.589155,689.302399,9037.520349
87679.305520,229.767466,689.302399,9037.520349
87679.305669,689.302399,689.302399,9190.698660
87679.305818,689.302399,842.480710,9267.287815
87679.305967,536.124088,995.659021,9190.698660
87679.306116,689.302399,689.302399,9343.876971
87679.306265,382.945777,842.480710,9190.698660
87679.306415,382.945777,995.659021,9190.698660
87679.306564,229.767466,842.480710,9114.109504
87679.306713,76.589155,536.124088,9190.698660
87679.306861,229.767466,536.124088,9267.287815
87679.307010,229.767466,689.302399,9267.287815
87679.307158,536.124088,536.124088,9190.698660
87679.307307,689.302399,842.480710,9420.466126
